unit_id,x,y
U1,157.970380359687,169.10215839931487
U2,-75.87103311497607,198.77593202053106
U3,115.12116136048127,-31.182809777056747
U4,168.35396629594044,-90.6736755090249
U5,-110.51599710075718,-70.12025959612052
U6,17.446812595293608,-11.726487735272087
U7,-165.3122290555575,-125.70877150660765
U8,-155.8050567877948,-45.42512884394506
U9,-91.11110059626321,187.45548966678479
U10,-62.79351474755339,-92.94171771662651
U11,-105.08735650212083,142.00341184905085
U12,-88.47445871617703,-3.5347429543440114
U13,0.2155495637809679,-144.96502828323793
U14,-95.58082594199892,-100.32996189421092
U15,-71.84677732061178,95.19254191611628
U16,-169.01909289489456,36.405390389446126
U17,-146.51374536789118,-122.08079528073567
U18,143.03791732443102,-5.932837856803019
U19,52.88047533829317,-62.490426678745166
U20,-121.36953573684433,148.51383607058108
