unit_id,x,y
U1,-85.50369809156427,178.64557675123052
U2,33.76723012386226,62.953868245539724
U3,25.227891008499725,-18.756696946849672
U4,11.143853411792051,-0.695934942826625
U5,-76.97331527052857,-81.86293620754353
U6,-75.55012970455768,-143.47367084049043
U7,-28.97007139100816,-97.50291254047437
U8,-79.26265925808627,134.40435979985529
U9,79.57193201779813,5.058020227512117
U10,47.465853163944644,136.16075158192768
U11,55.71783330117398,8.460334973184302
U12,81.72461371914318,86.70431445358003
U13,58.91720274264733,-178.8287654538818
U14,41.838631545336085,65.5273757123316
U15,-11.550233371281024,-158.28472284863338
U16,-54.3228140586283,-95.38585149600533
U17,81.74158604053912,118.00033837562563
U18,56.72998124026853,-116.4439174527621
U19,-6.077773738452052,52.21954410163684
U20,-86.2824789917794,-139.7334259574546
U21,-68.51195056236901,62.26895576000169
U22,78.38177337095351,-146.78187429623176
U23,-4.255095398965963,119.32591082316378
U24,-67.5648722212809,49.996988760727334
U25,4.927987354693968,-121.02981469003763
U26,-53.226333116254196,73.19026276206952
U27,84.0111803223677,119.4496377447972
U28,-15.92135861252055,-118.58193535388973
U29,45.935641562952696,127.23350499658727
U30,88.94658169566463,-39.041938672470195
U31,-31.049259449801873,141.84413968366397
U32,29.279811646509927,150.5892967791777
U33,70.04146079278334,-75.33436328617398
U34,-3.7847447320443024,-92.25581011375394
U35,59.90889470737147,35.91269378224894
U36,-32.29542869219896,36.173665393614584
U37,6.891938388644206,101.46920727639241
U38,80.78622561105547,87.76627742602892
U39,5.818122449730367,28.327520362307894
U40,-76.08724270613544,19.75328619516131
U41,3.0113751433323728,-152.55752339133187
U42,46.013271421738125,102.6792864270871
U43,62.26422585371685,159.95917210816282
U44,-25.462942681474985,-88.63262668682418
U45,31.873382495008556,-59.29426902864404
U46,28.0014278429759,91.24131679508298
U47,-34.66970297969626,90.17489489182981
U48,-20.20524048167991,-132.76803962762398
U49,-61.125695320563764,-164.8856384841874
U50,68.81643232023964,-95.6063653083166
U51,-80.18362638439747,2.3788334620893465
U52,62.23873451414056,-87.79918071228623
U53,89.52095689505671,-23.446745600420485
U54,8.208693874169398,170.25730563611097
U55,-3.087095347204567,149.70941408708694
U56,-88.22762345850025,-162.09212674270765
U57,-76.604480053451,4.317440523069735
U58,4.925017526196811,-8.965789540944513
U59,43.34705933842122,-120.76310198960019
U60,-61.73956017833582,-7.670225726366795
U61,-78.99307827914168,141.46272574679028
U62,-46.34870375960203,-77.56004467935809
U63,70.62450201247222,127.21111271927191
U64,-84.96854570566816,-102.68821065253333
U65,-53.246710524169124,123.01183754703197
U66,0.29693395471863937,-24.332339351416607
U67,71.21780965470089,54.73088538132134
U68,-72.62324228104134,49.114305851664255
U69,-48.26525411956404,-17.60141854179622
U70,3.8750908817519445,93.49653827211267
U71,23.783396337880163,176.6866781109648
U72,-76.56605066729303,-133.0362454036032
U73,-81.43164976629926,-113.25086075862377
U74,21.711609208387003,-36.25125165473514
U75,72.87558022528987,142.46370434274382
U76,12.841170976788078,-112.29976830754052
U77,-89.26522300669825,145.01764256829517
U78,-34.88671536204457,148.10104406869328
U79,-42.27007102815412,-50.83472627166634
U80,62.09863007547651,73.79403950881769
U81,-23.54843312585001,-74.59670801040299
U82,-73.02716230496948,-163.50396352818507
U83,-55.55422525176146,170.0095081850019
U84,77.95623641605962,-35.75258431220766
U85,89.73286618506538,-27.216508625015905
U86,-19.19850290184226,22.481952693525187
U87,-39.30735541374461,-179.12102667733998
U88,-41.99148945173112,165.62366838148483
U89,11.385446545988657,-65.67993738003173
U90,8.677287017058092,-103.21593962815409
U91,50.78202358685556,156.56960457306002
U92,-22.98122481622076,-171.61295941363994
U93,-20.461180682610163,-139.83526121286923
U94,38.01717191836934,-88.6538177524632
U95,-85.79967514563661,-44.25001551513685
U96,34.24829973933622,107.96157622389597
U97,29.15577558041403,-65.04880178320819
U98,-10.513080527270219,28.0585131947075
U99,-37.41288282951019,-167.55913715017823
U100,-85.86462676014982,-176.71974845388397
U101,-23.703264599714387,-81.47078084235832
U102,39.00650976575727,110.6709796638799
U103,20.643416744948482,168.79910889410547
U104,0.26088948495628017,118.79515690280147
U105,1.0522118340939812,141.7460686168239
U106,51.29312233599512,-135.65350589282542
U107,54.715192795701824,-2.5498363141571474
U108,-55.385036612566566,36.66989192198341
U109,76.20373161162789,-54.18215424844162
U110,74.21316927892039,-25.65428925971159
U111,-28.503464014099364,143.66196767985429
U112,-32.72403389618228,159.29597105539057
U113,37.11583991882098,-175.66042959697023
U114,79.37175510897902,-27.056087996033853
U115,54.620024247035644,20.725949222215036
U116,-30.95063655705861,41.89109528203579
U117,78.0766103412374,6.450248089775101
U118,-66.280660133162,70.24613391278498
U119,88.07604919287115,-55.72629809808549
U120,-42.68131084243657,171.3466353610791
U121,-47.92545862185139,-68.89652429931684
U122,-38.588682814943404,52.99538457272456
U123,56.113243855263676,-124.43233076288807
U124,71.83828064921786,-75.47989535545273
U125,-67.58775719194232,-11.877283768415566
U126,-63.03610148437838,21.631240512077312
U127,23.901851287838213,106.69441868196185
U128,39.04185147172112,-83.86818305605148
U129,-35.76617762610454,21.57047681247917
U130,-32.64881095895726,-102.6676152189089
U131,15.28338511337681,73.74892276422085
U132,-71.65417098690267,-109.0402680883952
U133,63.50076675947895,151.42000339846163
U134,-81.0102892804702,65.20265028282864
U135,-67.52550511488107,-7.156780718505729
U136,-16.771942544328127,33.94147410870667
U137,-45.343652871622474,6.280790273226586
U138,-32.45643280717793,-108.3760598423458
U139,-9.572067105869024,158.40715160247277
U140,18.475373024797236,-83.04046012156881
U141,-57.155387244604555,6.36288801922268
U142,-51.63575308034832,-18.341099333501205
U143,58.39526300709815,9.242594300135863
U144,-28.889804856695463,62.784040529013
U145,14.59025144262921,170.1317792204547
U146,43.8672243221815,50.06505569372959
U147,-67.73839938561687,-120.4114768089788
U148,19.24538508697107,37.90589724764453
U149,65.86641280789732,160.7104536882864
U150,26.925419375102493,103.864363120686
U151,-78.06957674391315,97.69293201992974
U152,-52.61067469038429,164.08020040842564
U153,9.376846862903975,-132.2010122172448
U154,-30.700187572486087,-80.43002478652532
U155,-17.326109278381963,44.73307811983429
U156,-49.76465063772817,-116.9309666769254
U157,-24.162516442916072,74.88974508934919
U158,19.094470802431672,39.534489680731554
U159,17.236322489709238,-169.84847103036768
U160,66.44529309731172,170.7802184752702
U161,-82.0593716068757,-6.567934237450771
U162,14.958134319172913,-67.403064025126
U163,-42.73283257563838,-15.894551189898777
U164,-22.026517686088084,-112.54404084734203
U165,54.54856318861678,-16.61747220984836
U166,36.554427801930444,-142.11665746575545
U167,-12.127994091181321,169.3434746569245
U168,37.06478513951018,2.109387710227338
U169,4.723351655747109,21.073530274088768
U170,43.605928686184996,65.67899716373384
